id_prof,id_hor,x,y,date,top,bottom,ph_h2o,k,soc,clay,bd,cec
7161,32588,-60.292273,-36.735848,1971-08-26,0,16,6,1.3,3.67,38.3,NA,28.7
7161,32589,-60.292273,-36.735848,1971-08-26,16,33,7.3,1.3,1.13,53.2,NA,38.6
7161,34673,-60.292273,-36.735848,1971-08-26,33,40,NA,NA,NA,NA,NA,NA
7162,32590,-60.287415,-36.68835,1971-08-26,0,26,6.8,2,1.95,24.5,NA,20
7162,32591,-60.287415,-36.68835,1971-08-26,26,43,7.3,1.6,0.51,26.3,NA,14.9
7162,32592,-60.287415,-36.68835,1971-08-26,43,62,7.4,2.3,0.43,46.3,NA,25.8
7162,32593,-60.287415,-36.68835,1971-08-26,62,92,7.5,2.3,0.21,39.8,NA,24.4
7162,32594,-60.287415,-36.68835,1971-08-26,92,117,7.6,2.1,0.18,29.9,NA,20
7162,32595,-60.287415,-36.68835,1971-08-26,117,135,7.8,2,NA,19.4,NA,18.3
7163,32596,-60.393354,-36.77185,1971-08-27,0,15,7.7,1.1,3.16,25.5,NA,23.2
7163,32597,-60.393354,-36.77185,1971-08-27,15,24,7.7,0.7,1.13,26.8,NA,20.2
7163,32598,-60.393354,-36.77185,1971-08-27,24,48,8,1.2,0.64,46,NA,30.2
7163,32599,-60.393354,-36.77185,1971-08-27,48,75,8,1.2,0.39,47.8,NA,30.9
7163,34674,-60.393354,-36.77185,1971-08-27,75,80,NA,NA,NA,NA,NA,NA
7164,32600,-60.474249,-36.678335,1971-08-27,0,15,7.5,2.4,2.38,19.3,NA,17.5
7164,32601,-60.474249,-36.678335,1971-08-27,15,21,8.4,2.9,0.86,23,NA,17.7
7164,32602,-60.474249,-36.678335,1971-08-27,21,50,8.7,6.8,0.5,44.5,NA,50.4
7164,34697,-60.474249,-36.678335,1971-08-27,50,55,NA,NA,NA,NA,NA,NA
7165,32603,-60.423487,-36.806249,1971-08-27,0,20,NA,NA,NA,NA,NA,NA
7165,32604,-60.423487,-36.806249,1971-08-27,20,26,NA,NA,NA,NA,NA,NA
7165,32605,-60.423487,-36.806249,1971-08-27,26,50,NA,NA,NA,NA,NA,NA
7165,34698,-60.423487,-36.806249,1971-08-27,50,55,NA,NA,NA,NA,NA,NA
7166,32606,-60.240701,-36.688226,1971-02-25,0,18,7,2.6,3.26,22.2,NA,25.8
7166,32607,-60.240701,-36.688226,1971-02-25,18,31,7.1,2.1,2.89,23.1,NA,24.4
7166,32608,-60.240701,-36.688226,1971-02-25,31,42,8,2.6,0.4,32.9,NA,25.5
7166,32609,-60.240701,-36.688226,1971-02-25,42,59,8.7,2.6,0.26,26.8,NA,29.7
7166,32610,-60.240701,-36.688226,1971-02-25,59,80,9.2,2.6,0.16,19.6,NA,24.4
7166,33127,-60.240701,-36.688226,1971-02-25,80,85,NA,NA,NA,NA,NA,NA
7170,32632,-60.145708,-36.731686,1971-02-25,0,20,7.2,3.3,4.14,22.1,NA,27.3
7170,32633,-60.145708,-36.731686,1971-02-25,20,36,7.1,3.2,2.65,20.1,NA,23.7
7170,32634,-60.145708,-36.731686,1971-02-25,36,53,7.5,2.7,0.48,13.7,NA,11.8
7170,32635,-60.145708,-36.731686,1971-02-25,53,77,7.8,4.3,0.46,28.4,NA,25.5
7170,32636,-60.145708,-36.731686,1971-02-25,77,100,9.3,4.3,0.18,18.7,NA,20.2
7170,32637,-60.145708,-36.731686,1971-02-25,100,120,10,4.1,NA,15.5,NA,14.7
7172,32643,-60.150473,-36.814455,1971-02-25,0,24,7.5,1.8,4.26,20.6,NA,25.8
7172,32644,-60.150473,-36.814455,1971-02-25,24,35,8.5,1.2,0.51,17.8,NA,11.4
7172,32645,-60.150473,-36.814455,1971-02-25,35,46,9.4,2.6,0.7,32.9,NA,26
7172,32646,-60.150473,-36.814455,1971-02-25,46,68,9.5,2.4,0.2,NA,NA,25.4
7172,32647,-60.150473,-36.814455,1971-02-25,68,144,10,1.8,0.24,NA,NA,19.8
7174,32655,-59.126851,-37.222919,1971-12-02,0,15,5.8,3.3,4.33,29.9,NA,27
7174,32656,-59.126851,-37.222919,1971-12-02,15,33,6,2.9,3.54,33.3,NA,25.2
7174,32657,-59.126851,-37.222919,1971-12-02,33,51,6.6,2.5,0.91,31.2,NA,15.6
7174,32658,-59.126851,-37.222919,1971-12-02,51,105,6.9,2.1,0.41,46.5,NA,24.6
7174,32659,-59.126851,-37.222919,1971-12-02,105,122,7,2,NA,30.4,NA,24.6
7174,32660,-59.126851,-37.222919,1971-12-02,122,130,8.4,NA,NA,NA,NA,NA
7175,32661,-59.127286,-37.17296,1971-12-02,0,17,6.4,3.6,4.96,26.8,NA,27.6
7175,32662,-59.127286,-37.17296,1971-12-02,17,29,6.8,2.5,1.19,23.4,NA,13.8
7175,32663,-59.127286,-37.17296,1971-12-02,29,60,7.2,3.3,0.35,47.8,NA,28.4
7175,32664,-59.127286,-37.17296,1971-12-02,60,95,7.8,2.4,0.11,30.7,NA,18.9
7175,32665,-59.127286,-37.17296,1971-12-02,95,108,8.8,2.5,0.06,25.3,NA,21.4
7175,32666,-59.127286,-37.17296,1971-12-02,108,140,9.3,2.4,NA,17.2,NA,19
7176,32667,-59.15838,-37.208086,1971-12-03,0,10,5.6,3.2,3.06,26.5,NA,16.9
7176,32668,-59.15838,-37.208086,1971-12-03,10,25,6.8,2.9,0.71,24.9,NA,12.8
7176,32669,-59.15838,-37.208086,1971-12-03,25,53,7,3.4,0.37,57.2,NA,35.9
7176,32670,-59.15838,-37.208086,1971-12-03,53,86,7.2,3.8,0.19,60,NA,40.6
7176,32671,-59.15838,-37.208086,1971-12-03,86,90,7.3,3.1,0.13,27.2,NA,24
7202,32797,-60.17674,-36.772992,1971-02-26,0,18,NA,NA,NA,NA,NA,NA
7202,32798,-60.17674,-36.772992,1971-02-26,18,31,NA,NA,NA,NA,NA,NA
7202,32799,-60.17674,-36.772992,1971-02-26,31,38,NA,NA,NA,NA,NA,NA
7202,33895,-60.17674,-36.772992,1971-02-26,38,40,NA,NA,NA,NA,NA,NA
7207,32833,-60.283587,-36.843467,1971-05-20,0,18,7.2,1.7,3.94,22.6,NA,26
7207,32834,-60.283587,-36.843467,1971-05-20,18,31,7.2,1.8,3.38,23.2,NA,25.5
7207,32835,-60.283587,-36.843467,1971-05-20,31,56,7.3,0.8,0.94,18.6,NA,16
7207,32836,-60.283587,-36.843467,1971-05-20,56,77,7.4,1.6,0.5,24.1,NA,18.6
7207,32837,-60.283587,-36.843467,1971-05-20,77,109,7.8,1.9,0.1,20.3,NA,17
7207,32838,-60.283587,-36.843467,1971-05-20,109,120,8.7,1.6,NA,NA,NA,18.1
7208,32839,-60.395176,-36.850846,1971-05-20,0,16,7.1,0.9,3.09,24.5,NA,23.7
7208,32840,-60.395176,-36.850846,1971-05-20,16,29,7.8,1.1,0.76,23.2,NA,17.1
7208,32841,-60.395176,-36.850846,1971-05-20,29,47,8.6,2.7,0.36,38.1,NA,31.9
7208,32842,-60.395176,-36.850846,1971-05-20,47,66,9,2.9,0.26,43.6,NA,42
7208,32843,-60.395176,-36.850846,1971-05-20,66,91,9.1,2.6,0.02,32.3,NA,39.8
7209,32844,-60.391893,-36.852688,1971-05-20,0,22,NA,0.5,4.42,28.4,NA,34
7209,32845,-60.391893,-36.852688,1971-05-20,22,43,NA,0.9,2,36.8,NA,38.6
7209,33508,-60.391893,-36.852688,1971-05-20,43,48,NA,NA,NA,NA,NA,NA
7210,32846,-60.393527,-36.854439,1971-05-20,0,20,NA,NA,NA,NA,NA,NA
7210,33785,-60.393527,-36.854439,1971-05-20,20,25,NA,NA,NA,NA,NA,NA
7211,32847,-60.428301,-36.93612,1971-05-24,0,25,5.7,1.1,4.34,22.2,NA,23.9
7211,33807,-60.428301,-36.93612,1971-05-24,25,30,NA,NA,NA,NA,NA,NA
7212,32848,-60.432217,-36.969176,1971-05-21,0,20,NA,NA,NA,NA,NA,NA
7212,32849,-60.432217,-36.969176,1971-05-21,20,30,NA,NA,NA,NA,NA,NA
7212,32850,-60.432217,-36.969176,1971-05-21,30,42,NA,NA,NA,NA,NA,NA
7212,32851,-60.432217,-36.969176,1971-05-21,42,58,NA,NA,NA,NA,NA,NA
7212,32852,-60.432217,-36.969176,1971-05-21,58,76,NA,NA,NA,NA,NA,NA
7212,32853,-60.432217,-36.969176,1971-05-21,76,100,NA,NA,NA,NA,NA,NA
7212,33784,-60.432217,-36.969176,1971-05-21,100,105,NA,NA,NA,NA,NA,NA
7213,32854,-60.420284,-36.977276,1971-05-21,0,21,7.8,1.7,4.58,27.6,NA,31.9
7213,32855,-60.420284,-36.977276,1971-05-21,21,30,8.3,1.4,1.57,25.5,NA,28.9
7213,32856,-60.420284,-36.977276,1971-05-21,30,41,8.7,1.8,0.5,38.7,NA,41
7213,32857,-60.420284,-36.977276,1971-05-21,41,55,8.7,2.6,0.4,50.4,NA,55.4
7213,33805,-60.420284,-36.977276,1971-05-21,55,60,NA,NA,NA,NA,NA,NA
7219,32877,-60.347501,-36.947354,1971-05-27,0,26,7,1.2,3.74,26.9,NA,24.4
7219,32878,-60.347501,-36.947354,1971-05-27,26,37,7.6,0.8,1.49,27.9,NA,26
7219,32879,-60.347501,-36.947354,1971-05-27,37,62,7.8,1.1,0.62,32.9,NA,27.6
7219,32880,-60.347501,-36.947354,1971-05-27,62,71,8,1.3,0.28,34.6,NA,32.2
7219,32881,-60.347501,-36.947354,1971-05-27,71,91,8.1,1.1,0.26,24.6,NA,27.4
7219,33786,-60.347501,-36.947354,1971-05-27,91,96,NA,NA,NA,NA,NA,NA
7220,32882,-60.358953,-36.921341,1971-05-27,0,16,NA,NA,NA,NA,NA,NA
7220,32883,-60.358953,-36.921341,1971-05-27,16,24,NA,NA,NA,NA,NA,NA
7220,32884,-60.358953,-36.921341,1971-05-27,24,40,NA,NA,NA,NA,NA,NA
7220,32885,-60.358953,-36.921341,1971-05-27,40,50,NA,NA,NA,NA,NA,NA
7220,32886,-60.358953,-36.921341,1971-05-27,50,72,NA,NA,NA,NA,NA,NA
7220,32887,-60.358953,-36.921341,1971-05-27,72,95,NA,NA,NA,NA,NA,NA
7220,32888,-60.358953,-36.921341,1971-05-27,95,106,NA,NA,NA,NA,NA,NA
7222,32894,-60.193158,-36.94891,1970-07-21,0,32,NA,NA,NA,NA,NA,NA
7222,32895,-60.193158,-36.94891,1970-07-21,32,41,NA,NA,NA,NA,NA,NA
7222,32896,-60.193158,-36.94891,1970-07-21,41,95,NA,NA,NA,NA,NA,NA
7222,32897,-60.193158,-36.94891,1970-07-21,95,110,NA,NA,NA,NA,NA,NA
7222,32898,-60.193158,-36.94891,1970-07-21,110,130,NA,NA,NA,NA,NA,NA
7223,32899,-60.143742,-36.970595,1970-08-25,0,18,7.4,2.5,4.05,23.4,NA,27.9
7223,32900,-60.143742,-36.970595,1970-08-25,18,28,7.1,2.4,1.89,24.9,NA,22.7
7223,32901,-60.143742,-36.970595,1970-08-25,28,48,7,2,0.9,28.5,NA,22.5
7223,32902,-60.143742,-36.970595,1970-08-25,48,66,7.2,1.8,0.55,30.2,NA,24.4
7223,32903,-60.143742,-36.970595,1970-08-25,66,80,7.3,1.4,0.37,22.1,NA,20
7223,33925,-60.143742,-36.970595,1970-08-25,80,85,NA,NA,NA,NA,NA,NA
7224,32904,-60.108615,-36.917107,1970-08-24,0,14,7.4,2.2,3.22,24.4,NA,24.6
7224,32905,-60.108615,-36.917107,1970-08-24,14,23,7.4,1.9,2.51,25.4,NA,23.5
7224,32906,-60.108615,-36.917107,1970-08-24,23,31,7.1,1.7,1.76,27.3,NA,25.2
7224,32907,-60.108615,-36.917107,1970-08-24,31,49,7.5,1.5,1.06,31.8,NA,25
7224,32908,-60.108615,-36.917107,1970-08-24,49,65,7.6,1.6,0.59,33.1,NA,27.9
7224,32909,-60.108615,-36.917107,1970-08-24,65,80,7.5,1.3,0.25,23.1,NA,21.4
7224,33950,-60.108615,-36.917107,1970-08-24,80,85,NA,NA,NA,NA,NA,NA
7225,32910,-60.030568,-36.879473,1970-06-26,0,11,6.8,3.2,4.52,24.9,NA,30.2
7225,32911,-60.030568,-36.879473,1970-06-26,11,20,6.9,3.2,4.75,26.6,NA,31.6
7225,32912,-60.030568,-36.879473,1970-06-26,20,28,7,3,2.53,27.8,NA,25.9
7225,32913,-60.030568,-36.879473,1970-06-26,28,47,7.5,2.6,0.65,31.7,NA,26.2
7225,32914,-60.030568,-36.879473,1970-06-26,47,70,7.4,1.4,0.31,23.7,NA,21.4
7225,32915,-60.030568,-36.879473,1970-06-26,70,80,7.5,1,0.16,20.3,NA,19.8
7226,32916,-60.029179,-36.877202,1970-08-26,0,13,7,3.2,4.5,24.6,NA,29.3
7226,32917,-60.029179,-36.877202,1970-08-26,13,31,7.3,2.8,3.01,26.2,NA,28.9
7226,32918,-60.029179,-36.877202,1970-08-26,31,45,7.9,2.4,1.53,26.8,NA,23.3
7226,32919,-60.029179,-36.877202,1970-08-26,45,69,7.4,1.9,0.65,28.2,NA,23.3
7226,32920,-60.029179,-36.877202,1970-08-26,69,86,7.4,1.9,0.45,27.8,NA,26
7226,32921,-60.029179,-36.877202,1970-08-26,86,115,7.5,1.7,0.2,18.5,NA,19.1
7226,32922,-60.029179,-36.877202,1970-08-26,115,125,7.5,1.6,0.04,16.3,NA,18.3
7228,32928,-60.085863,-36.915249,1970-08-26,0,18,7.2,2.3,3.8,23.6,NA,25.5
7228,32929,-60.085863,-36.915249,1970-08-26,18,34,7.1,1.8,2.51,24.7,NA,22.3
7228,32930,-60.085863,-36.915249,1970-08-26,34,46,7.1,1.3,1.1,25.3,NA,19.8
7228,32931,-60.085863,-36.915249,1970-08-26,46,65,7,1.7,0.55,28.6,NA,23.9
7228,32932,-60.085863,-36.915249,1970-08-26,65,80,7.3,1.8,0.25,25.4,NA,22.7
7228,32933,-60.085863,-36.915249,1970-08-26,80,105,7.2,1.6,0.08,18.9,NA,17.7
7228,32934,-60.085863,-36.915249,1970-08-26,105,130,7.2,1.6,0.1,16.4,NA,16.9
7329,33489,-61.490169,-37.039876,1988-06-02,0,18,6.7,2.1,2.3,22.5,NA,18.1
7329,33490,-61.490169,-37.039876,1988-06-02,18,42,8.3,2.6,0.56,41.2,NA,32.6
7329,33491,-61.490169,-37.039876,1988-06-02,42,56,8.7,2.6,0.25,41,NA,29.4
7329,33492,-61.490169,-37.039876,1988-06-02,56,64,9.2,2.1,0.25,29.8,NA,28.2
7329,34261,-61.490169,-37.039876,1988-06-02,64,70,NA,NA,NA,NA,NA,NA
7330,33493,-61.487522,-37.074795,1988-06-02,0,22,6.5,2.2,2.6,31.3,NA,24.8
7330,33494,-61.487522,-37.074795,1988-06-02,22,42,6.8,1.9,0.84,37.8,NA,24.8
7330,33495,-61.487522,-37.074795,1988-06-02,42,62,6.9,1.7,0.41,43.6,NA,29.7
7330,34267,-61.487522,-37.074795,1988-06-02,62,67,NA,NA,NA,NA,NA,NA
7331,33496,-61.427214,-37.030065,1988-06-03,0,29,NA,NA,NA,NA,NA,NA
7331,33497,-61.427214,-37.030065,1988-06-03,29,56,NA,NA,NA,NA,NA,NA
7331,33498,-61.427214,-37.030065,1988-06-03,56,72,NA,NA,NA,NA,NA,NA
7331,33499,-61.427214,-37.030065,1988-06-03,72,102,NA,NA,NA,NA,NA,NA
7331,33500,-61.427214,-37.030065,1988-06-03,102,123,NA,NA,NA,NA,NA,NA
7336,33521,-61.449314,-37.0372,1988-06-02,0,9,6.6,1.8,5.8,36.7,NA,25.6
7336,33522,-61.449314,-37.0372,1988-06-02,9,24,7.4,0.8,0.35,16,NA,11.2
7336,33523,-61.449314,-37.0372,1988-06-02,24,50,7.2,2.1,0.28,28.7,NA,23.9
7336,33524,-61.449314,-37.0372,1988-06-02,50,79,8,2.6,0.12,37.5,NA,31.9
7336,33525,-61.449314,-37.0372,1988-06-02,79,97,8,2.7,0.18,38.5,NA,35.6
7336,33526,-61.449314,-37.0372,1988-06-02,97,109,8.4,2.2,0.12,23.9,NA,25.7
7336,33527,-61.449314,-37.0372,1988-06-02,109,119,8.5,1.7,0.16,22,NA,24.9
7336,34260,-61.449314,-37.0372,1988-06-02,119,125,NA,NA,NA,NA,NA,NA
7337,33535,-61.403337,-37.10149,1988-06-03,0,36,6.6,2.1,2.4,18.8,NA,20.4
7337,33536,-61.403337,-37.10149,1988-06-03,36,55,8.1,2.1,0.82,16.1,NA,22
7337,33537,-61.403337,-37.10149,1988-06-03,55,80,9.1,1.7,0.25,13.2,NA,13.9
7337,33538,-61.403337,-37.10149,1988-06-03,80,105,9.6,2.1,0.12,17.2,NA,17.1
7338,33539,-61.114607,-37.069003,1988-06-04,0,18,8.8,0.9,1.6,26.1,NA,28
7338,33540,-61.114607,-37.069003,1988-06-04,18,33,9.2,2.6,0.6,48.1,NA,49.1
7338,33541,-61.114607,-37.069003,1988-06-04,33,60,9.3,2.5,0.28,47.1,NA,48.3
7338,34543,-61.114607,-37.069003,1988-06-04,60,65,NA,NA,NA,NA,NA,NA
7339,33542,-61.104961,-37.067607,1988-06-04,0,11,9.2,1.8,1.1,26.3,NA,25.1
7339,33543,-61.104961,-37.067607,1988-06-04,11,35,9.8,2.8,0.48,44.6,NA,44.1
7339,33544,-61.104961,-37.067607,1988-06-04,35,58,9.6,2.7,0.14,44.3,NA,42.8
7339,34589,-61.104961,-37.067607,1988-06-04,58,65,NA,NA,NA,NA,NA,NA
7340,33545,-61.102156,-37.048162,1988-06-04,0,19,6.5,2.1,2.9,34.5,NA,25.7
7340,33546,-61.102156,-37.048162,1988-06-04,19,40,6.9,1.4,0.95,38.7,NA,28.1
7340,34590,-61.102156,-37.048162,1988-06-04,40,45,NA,NA,NA,NA,NA,NA
7341,33547,-61.226563,-37.156723,1988-06-05,0,22,7,2.1,3.5,33.6,NA,30.1
7341,34591,-61.226563,-37.156723,1988-06-05,22,27,NA,NA,NA,NA,NA,NA
7342,33548,-61.238996,-37.144895,1988-06-20,0,23,6.9,2.9,3.2,26.6,NA,28.9
7342,33549,-61.238996,-37.144895,1988-06-20,23,40,7.3,2.9,1.1,50.8,NA,34.3
7342,33550,-61.238996,-37.144895,1988-06-20,40,52,7.8,3.5,0.49,33.2,NA,32.2
7342,34632,-61.238996,-37.144895,1988-06-20,52,58,NA,NA,NA,NA,NA,NA
7343,33551,-61.308953,-37.179076,1988-06-06,0,23,8.9,1.9,1.6,19.9,NA,19.4
7343,34631,-61.308953,-37.179076,1988-06-06,23,30,NA,NA,NA,NA,NA,NA
7344,33552,-61.307165,-37.180941,1988-06-06,0,17,9.7,1.5,0.64,20.1,NA,25.2
7344,33553,-61.307165,-37.180941,1988-06-06,17,36,9.6,1.6,1.3,28.8,NA,30.2
7344,33554,-61.307165,-37.180941,1988-06-06,36,59,8.5,1.2,0.5,29,NA,32.8
7344,33555,-61.307165,-37.180941,1988-06-06,59,85,9.5,1.9,0.5,26.1,NA,29.4
7344,33556,-61.307165,-37.180941,1988-06-06,85,110,9.4,2.5,0.24,21.7,NA,24.2
7344,33557,-61.307165,-37.180941,1988-06-06,110,130,9.4,1.5,0.11,17.2,NA,20.4
7345,33558,-61.303338,-37.174861,1988-06-07,0,30,6.6,1.3,2.3,19.6,NA,18.6
7345,33559,-61.303338,-37.174861,1988-06-07,30,43,7,1.4,0.67,20.5,NA,10.5
7345,33560,-61.303338,-37.174861,1988-06-07,43,63,8.1,3.3,0.42,29.6,NA,30.9
7345,33561,-61.303338,-37.174861,1988-06-07,63,83,8.5,2.9,0.11,26.1,NA,29.1
7345,33562,-61.303338,-37.174861,1988-06-07,83,150,9,2.7,0.02,17,NA,20.8
7345,33563,-61.303338,-37.174861,1988-06-07,150,170,NA,NA,NA,NA,NA,NA
7346,33564,-61.275502,-37.290898,1988-06-07,0,16,7.8,1,1.2,18,NA,12.3
7346,33565,-61.275502,-37.290898,1988-06-07,16,40,9.3,2,0.27,31.7,NA,27.2
7346,33566,-61.275502,-37.290898,1988-06-07,40,70,9.2,2.9,0.18,32.9,NA,40.5
7346,33567,-61.275502,-37.290898,1988-06-07,70,84,9.4,2.6,0.08,24.2,NA,28.1
7346,34233,-61.275502,-37.290898,1988-06-07,84,90,NA,NA,NA,NA,NA,NA
7349,33575,-61.117346,-37.188369,1988-06-08,0,26,7,3,2.8,27.6,NA,21.8
7349,33576,-61.117346,-37.188369,1988-06-08,26,54,7,2.4,0.69,33.3,NA,22
7349,33577,-61.117346,-37.188369,1988-06-08,54,82,7,1.8,0.31,31.3,NA,21.6
7349,33578,-61.117346,-37.188369,1988-06-08,82,121,7,1.8,0.17,28.2,NA,20.5
7349,33579,-61.117346,-37.188369,1988-06-08,121,170,7.9,2.1,0.07,13.7,NA,13.4
7349,33672,-61.117346,-37.188369,1988-06-08,170,175,NA,NA,NA,NA,NA,NA
7350,33580,-61.108003,-37.313377,1988-06-08,0,18,6.3,1.4,2.5,24.9,NA,21.2
7350,33581,-61.108003,-37.313377,1988-06-08,18,35,7.4,1.1,0.8,21.1,NA,16.7
7350,33582,-61.108003,-37.313377,1988-06-08,35,57,8.8,2.6,0.5,38.7,NA,36.9
7350,33583,-61.108003,-37.313377,1988-06-08,57,74,9,3.3,0.28,36.1,NA,39.8
7350,33584,-61.108003,-37.313377,1988-06-08,74,84,9,3.1,0.17,28.9,NA,28.5
7350,33585,-61.108003,-37.313377,1988-06-08,84,94,9.2,2.2,0.19,25,NA,25.5
7351,33586,-60.441533,-37.016359,1972-07-19,0,10,7.2,1.4,3.7,35.1,NA,30.1
7351,33587,-60.441533,-37.016359,1972-07-19,10,22,NA,NA,NA,NA,NA,NA
7351,33588,-60.441533,-37.016359,1972-07-19,22,43,7.6,1.2,1.09,48.8,NA,39.7
7351,34225,-60.441533,-37.016359,1972-07-19,43,48,NA,NA,NA,NA,NA,NA
7352,33589,-60.442142,-37.017493,1972-07-19,0,18,7.8,1.2,4.5,34.2,NA,35.4
7352,34226,-60.442142,-37.017493,1972-07-19,18,23,NA,NA,NA,NA,NA,NA
7353,33590,-60.441492,-37.018349,1972-07-19,0,15,NA,NA,NA,NA,NA,NA
7353,33591,-60.441492,-37.018349,1972-07-19,15,25,NA,NA,NA,NA,NA,NA
7353,33592,-60.441492,-37.018349,1972-07-19,25,54,NA,NA,NA,NA,NA,NA
7353,33593,-60.441492,-37.018349,1972-07-19,54,79,NA,NA,NA,NA,NA,NA
7353,33594,-60.441492,-37.018349,1972-07-19,79,105,NA,NA,NA,NA,NA,NA
7354,33595,-60.432843,-37.008724,1972-07-19,0,13,NA,NA,NA,NA,NA,NA
7354,33596,-60.432843,-37.008724,1972-07-19,13,28,6.8,3.4,4.46,30.7,NA,30.6
7354,33597,-60.432843,-37.008724,1972-07-19,28,45,7.5,2.1,0.56,21.6,NA,13.9
7354,33598,-60.432843,-37.008724,1972-07-19,45,68,8.3,3.2,0.38,39.5,NA,36.6
7354,33599,-60.432843,-37.008724,1972-07-19,68,103,9,3,0.34,30.3,NA,30.8
7354,33600,-60.432843,-37.008724,1972-07-19,103,138,9.5,2.9,NA,26.8,NA,30
7354,33601,-60.432843,-37.008724,1972-07-19,138,155,9.6,2,NA,20.9,NA,23.1
7355,33602,-60.454967,-37.027609,1972-07-20,0,20,9.5,3.1,1.15,28.8,NA,28
7355,33603,-60.454967,-37.027609,1972-07-20,20,50,9.6,3.8,0.36,52.2,NA,40.3
7355,34232,-60.454967,-37.027609,1972-07-20,50,55,NA,NA,NA,NA,NA,NA
7356,33604,-60.458657,-37.028736,1972-07-20,0,20,8.2,2.4,3.42,33.9,NA,32.8
7356,33605,-60.458657,-37.028736,1972-07-20,20,53,8.2,1.5,0.84,52.4,NA,43.2
7356,34452,-60.458657,-37.028736,1972-07-20,53,58,NA,NA,NA,NA,NA,NA
7359,33617,-60.401782,-37.133109,1972-07-24,0,21,6.8,3.5,5.19,33.9,NA,38.3
7359,33618,-60.401782,-37.133109,1972-07-24,21,34,7.4,3.4,1.81,48.5,NA,33.7
7359,34453,-60.401782,-37.133109,1972-07-24,34,40,NA,NA,NA,NA,NA,NA
7360,33619,-60.399355,-37.131434,1972-07-24,0,22,7.6,3.4,4.49,32.4,NA,36
7360,34454,-60.399355,-37.131434,1972-07-24,22,27,NA,NA,NA,NA,NA,NA
7361,33620,-60.342368,-37.128512,1972-07-25,0,23,NA,NA,NA,NA,NA,NA
7361,33621,-60.342368,-37.128512,1972-07-25,23,33,NA,NA,NA,NA,NA,NA
7361,33622,-60.342368,-37.128512,1972-07-25,33,57,NA,NA,NA,NA,NA,NA
7361,33623,-60.342368,-37.128512,1972-07-25,57,70,NA,NA,NA,NA,NA,NA
7361,33624,-60.342368,-37.128512,1972-07-25,70,95,NA,NA,NA,NA,NA,NA
7361,34455,-60.342368,-37.128512,1972-07-25,95,100,NA,NA,NA,NA,NA,NA
7362,33625,-60.337919,-37.115682,1972-07-25,0,22,7.3,3.1,4.55,29.7,NA,31.5
7362,33626,-60.337919,-37.115682,1972-07-25,22,35,7.3,1.2,1.85,24.4,NA,19.5
7362,33627,-60.337919,-37.115682,1972-07-25,35,74,7.7,2.8,0.61,49.4,NA,29.6
7362,34456,-60.337919,-37.115682,1972-07-25,74,80,NA,NA,NA,NA,NA,NA
7363,33628,-60.310961,-37.13923,1972-09-01,0,22,9.5,1.7,1.63,29.9,NA,35.1
7363,33629,-60.310961,-37.13923,1972-09-01,22,40,9.3,1.9,0.7,55.4,NA,52
7363,33630,-60.310961,-37.13923,1972-09-01,40,59,9.4,1.9,0.5,57.5,NA,45.8
7363,34457,-60.310961,-37.13923,1972-09-01,59,65,NA,NA,NA,NA,NA,NA
7364,33631,-60.493166,-37.00984,1971-10-22,0,16,6.3,1.1,2.77,33.9,NA,26.7
7364,33632,-60.493166,-37.00984,1971-10-22,16,25,5.9,2.6,3.86,34.5,NA,27.5
7364,33633,-60.493166,-37.00984,1971-10-22,25,70,6.8,1,0.76,55.3,NA,36.2
7364,33634,-60.493166,-37.00984,1971-10-22,70,80,NA,NA,NA,NA,NA,NA
7365,33635,-60.170122,-37.113277,1973-01-25,0,21,6.7,3.7,4.14,30.5,NA,30.7
7365,33636,-60.170122,-37.113277,1973-01-25,21,33,7.2,0.9,1.55,39.2,NA,25.8
7365,33637,-60.170122,-37.113277,1973-01-25,33,69,7.5,0.7,0.65,45.5,NA,31
7365,34416,-60.170122,-37.113277,1973-01-25,69,75,NA,NA,NA,NA,NA,NA
7367,33639,-60.251514,-37.015494,1973-01-25,0,19,8.1,2.1,6.72,25,NA,19.5
7367,33965,-60.251514,-37.015494,1973-01-25,19,24,NA,NA,NA,NA,NA,NA
7368,33640,-60.248348,-37.023644,1973-01-31,0,23,7.8,2.4,4.32,24.1,NA,32.1
7368,33641,-60.248348,-37.023644,1973-01-31,23,33,7.8,2.1,1.77,28.1,NA,25.4
7368,33642,-60.248348,-37.023644,1973-01-31,33,56,7.6,1.5,0.63,39.1,NA,24.6
7368,33643,-60.248348,-37.023644,1973-01-31,56,74,7.7,1.4,0.35,31.2,NA,22.9
7368,33644,-60.248348,-37.023644,1973-01-31,74,102,7.6,1.4,0.17,24.9,NA,18.2
7368,33645,-60.248348,-37.023644,1973-01-31,102,150,7.8,1.5,NA,21.3,NA,16.8
7368,34415,-60.248348,-37.023644,1973-01-31,150,155,NA,NA,NA,NA,NA,NA
7374,33665,-60.123392,-37.03763,1973-02-08,0,18,6.6,2.5,4.59,30.5,NA,33.1
7374,33666,-60.123392,-37.03763,1973-02-08,18,30,6.5,1.7,3.14,28.8,NA,28.6
7374,33667,-60.123392,-37.03763,1973-02-08,30,43,6.9,1.1,1.26,33.8,NA,31.6
7374,33668,-60.123392,-37.03763,1973-02-08,43,68,7.3,0.9,0.57,41.1,NA,25
