ProfID,x,y,ph_0_30,k_0_30,soc_0_30,bd_0_30,cec_0_30,p_0_30,n_0_30,clay_0_30,sand_0_30,silt_0_30
7125,-61.122648,-36.820767,6.771394823048157,515.358247087196,2.0216710748563904,1.324825331398924,30.997113314486786,NA,NA,22.43671663,42,35.56328337
7127,-58.474874,-37.463898,9.666665315043677,1171.233826594392,1.0626321655820052,1.502168470837815,27.96319332526468,NA,NA,30.01206528,39,30.98793472
7132,-60.576648,-36.769378,NA,469.15199999999993,3.84,1.0728682502682687,NA,NA,NA,NA,NA,NA
7134,-60.667167,-36.714447,NA,970.6098846851876,2.9378927590860444,1.2256045202165822,NA,NA,NA,NA,NA,NA
7136,-60.607197,-36.767201,6.522848738054151,343.15150573703494,2.384979160990181,1.264542523278945,22.00169159274621,NA,NA,30.753311739999997,36,33.24668826
7137,-60.802745,-36.944838,NA,1026.1210352286137,3.437583567244372,1.154669121631677,NA,NA,NA,NA,NA,NA
7138,-60.887285,-36.895205,NA,742.824,3.79,1.0784134057587726,NA,NA,NA,NA,NA,NA
7139,-60.802733,-36.942713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7140,-60.646584,-36.963248,NA,1059.5166305153396,1.6739577696509806,1.393517295978814,NA,NA,NA,NA,NA,NA
7141,-60.690893,-36.910177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7142,-60.589781,-36.916725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7145,-60.459493,-36.762199,6.573247870326913,645.3240167637558,2.446452251456338,1.2573688071202531,22.783280294733874,NA,NA,23.2579905,44,32.7420095
7153,-60.448949,-36.742647,6.671881841494428,1047.779152489424,2.5269194113508155,1.2456795446737916,21.74154126990464,NA,NA,22.00546344,45,32.99453656
7154,-60.396951,-36.808029,6.2584583101291,767.538516722357,2.5062923195518962,1.258962913389603,19.38323083345002,NA,NA,28.87069626,40,31.12930374
7155,-60.394567,-36.809557,9.697413053115316,716.9192661850892,0.9213389637825715,1.5402319189607485,31.794251703349428,NA,NA,28.84846369,40,31.15153631
7156,-60.32452,-36.807205,7.4,586.4399999999999,2.85,1.1944790604476163,24.9,NA,NA,25.19529936,41,33.80470064
7157,-60.325179,-36.804254,6.387025770227262,680.1697186083887,3.039781693865201,1.1809093997820168,25.234694756074603,NA,NA,26.707781699999998,41,32.2922183
7158,-60.301125,-36.678959,6.541549273856658,672.1171612426759,3.1715173781346557,1.161802109705461,24.91160787409434,NA,NA,23.51171478,38,38.48828522
7159,-60.289899,-36.737814,6.959788463435252,798.8980178420082,2.297032662633748,1.2968980463079884,22.452862439066944,NA,NA,26.45885447,39,34.54114553
7161,-60.292273,-36.735848,6.574612706546624,508.2480000000001,2.547295173362751,1.2667462187461398,33.075896765239676,NA,NA,25.02485598,40,34.97514402
7162,-60.287415,-36.68835,6.861377911939616,756.4794581599367,1.7756923124690582,1.3679716686687,19.125758667329077,NA,NA,27.81697249,36,36.18302751
7163,-60.393354,-36.77185,7.732940860693695,369.65318660861817,2.048487784122492,1.3393052812234025,22.71353634720599,NA,NA,30.93001724,37,32.06998276
7164,-60.474249,-36.678335,8.0223420481393255,1270.440731236265,1.5197968394946786,1.4264106637876026,22.505406887952503,NA,NA,30.50155342,33,36.49844658
7165,-60.423487,-36.806249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7166,-60.240701,-36.688226,7.040387402418634,938.3067550189428,3.1108002310294,1.160383114707299,25.239602275096203,NA,NA,22.6140886,38,39.3859114
7170,-60.145708,-36.731686,7.157081951276077,1286.3676439541637,3.7441319724887445,1.084164988262725,26.57895643777615,NA,NA,NA,NA,NA
7172,-60.150473,-36.814455,7.681392662202936,644.1763670703868,3.312297758845071,1.1882635198189062,22.57595496001312,NA,NA,21.95757459,43,35.04242541
7174,-59.126851,-37.222919,5.888000146288976,1217.847377549865,4.007821709908318,1.053346235695407,26.32569109194388,NA,NA,28.26698007,38,33.73301993
7176,-59.15838,-37.208086,6.4293674566825905,1185.7058930220828,1.4376795752744713,1.45566449445529,16.18499711907922,NA,NA,25.79946431,40,34.200535689999995
7202,-60.17674,-36.772992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7207,-60.283587,-36.843467,7.200262629163233,678.8903622844215,3.7150793509188884,1.0877630546950914,25.766780599315634,NA,NA,22.76860682,42,35.23139318
7208,-60.395176,-36.850846,7.450586765622988,405.51322347504964,1.9789350369328025,1.3577610331179868,20.935145507344586,NA,NA,25.25568716,42,32.74431284
7209,-60.391893,-36.852688,NA,227.46319987517543,3.819658293025433,1.0909892572607889,34.94077859260415,NA,NA,26.05861349,41,32.94138651
7210,-60.393527,-36.854439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7211,-60.428301,-36.93612,5.7,430.056,4.34,1.0203997335140382,23.9,NA,NA,18.970732390000002,43,38.02926761
7212,-60.432217,-36.969176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7219,-60.347501,-36.947354,7.080263904513666,446.4913064468981,3.442154636639876,1.1277143313036684,24.618005661872896,NA,NA,19.52152026,42,38.47847974
7220,-60.358953,-36.921341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7222,-60.193158,-36.94891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7223,-60.143742,-36.970595,7.27016354475388,955.7107349697075,3.1175493354718666,1.179769501986434,25.708270207032786,NA,NA,25.66632753,41,33.333672469999996
